,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1,¿Ya vieron todo lo que incluye el Plan Integral de Movilidad que presentó el gobernador @EnriqueAlfaroR para enfren… https://t.co/QMerTjnOaC,FALSE,0,#N/D,4/27/2023 20:14:13,TRUE,#N/D,1651681174425858048,#N/D,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",VeroDelgadilloG,0,FALSE,FALSE,#N/D,#N/D
2,"RT @JorgeAldanaB: En nuestro compromiso por mejorar la movilidad de la capital, hemos realizado un mapeo integral de la ciudad y la hemos d…",FALSE,0,#N/D,4/27/2023 20:11:35,FALSE,#N/D,1651680513139044357,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DbcontrolI33590,27,TRUE,FALSE,#N/D,#N/D
3,"RT @quierotv_gdl: ""Solución López Mateos"" 
?? Conoce la estrategia de movilidad para el Sur del AMG.

Las nuevas ruta ""Troncal Norte"" y ""Tro…",FALSE,0,#N/D,4/27/2023 16:29:05,FALSE,#N/D,1651624516576067589,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",LiborioRG,1,TRUE,FALSE,#N/D,#N/D
4,"""Solución López Mateos"" 
?? Conoce la estrategia de movilidad para el Sur del AMG.

Las nuevas ruta ""Troncal Norte""… https://t.co/qmWcsCxRBZ",FALSE,1,#N/D,4/27/2023 16:22:36,TRUE,#N/D,1651622886539403264,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",quierotv_gdl,1,FALSE,FALSE,#N/D,#N/D
5,"RT @PpopularElche: Proponemos un Plan de Movilidad Integral Municipal: 

???? Contemplar el servicio de Bicielx a las pedanías. 

????Incorpora…",FALSE,0,#N/D,4/27/2023 16:04:09,FALSE,#N/D,1651618245529485317,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Eduardo65539796,7,TRUE,FALSE,#N/D,#N/D
6,"RT @PpopularElche: Proponemos un Plan de Movilidad Integral Municipal: 

???? Contemplar el servicio de Bicielx a las pedanías. 

????Incorpora…",FALSE,0,#N/D,4/27/2023 14:27:21,FALSE,#N/D,1651593882465910785,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LoliSernaElx,7,TRUE,FALSE,#N/D,#N/D
7,"RT @PpopularElche: Proponemos un Plan de Movilidad Integral Municipal: 

???? Contemplar el servicio de Bicielx a las pedanías. 

????Incorpora…",FALSE,0,#N/D,4/27/2023 14:20:01,FALSE,#N/D,1651592038796742656,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",agullo2555,7,TRUE,FALSE,#N/D,#N/D
8,"RT @PpopularElche: Proponemos un Plan de Movilidad Integral Municipal: 

???? Contemplar el servicio de Bicielx a las pedanías. 

????Incorpora…",FALSE,0,#N/D,4/27/2023 14:19:33,FALSE,#N/D,1651591918235557888,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PabloRuzV,7,TRUE,FALSE,#N/D,#N/D
9,"RT @PpopularElche: Proponemos un Plan de Movilidad Integral Municipal: 

???? Contemplar el servicio de Bicielx a las pedanías. 

????Incorpora…",FALSE,0,#N/D,4/27/2023 14:17:29,FALSE,#N/D,1651591398263586816,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JuandeNavarro,7,TRUE,FALSE,#N/D,#N/D
10,"RT @PpopularElche: Proponemos un Plan de Movilidad Integral Municipal: 

???? Contemplar el servicio de Bicielx a las pedanías. 

????Incorpora…",FALSE,0,#N/D,4/27/2023 14:16:42,FALSE,#N/D,1651591203404623873,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",luciaperal18,7,TRUE,FALSE,#N/D,#N/D
11,"RT @PpopularElche: Proponemos un Plan de Movilidad Integral Municipal: 

???? Contemplar el servicio de Bicielx a las pedanías. 

????Incorpora…",FALSE,0,#N/D,4/27/2023 13:00:32,FALSE,#N/D,1651572032910270465,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jcmogica,7,TRUE,FALSE,#N/D,#N/D
12,"RT @P_CabelloGarcia: #LaGranadaQueQueremos
#PacoCabelloAlcalde
✅ Peatonalizacion del centro.
✅ Plan integral de movilidad
✅ Acabar con la c…",FALSE,0,#N/D,4/27/2023 12:38:07,FALSE,#N/D,1651566395031781376,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Adelante_GR,1,TRUE,FALSE,#N/D,#N/D
13,"Proponemos un Plan de Movilidad Integral Municipal: 

???? Contemplar el servicio de Bicielx a las pedanías. 

????Inco… https://t.co/9kYkIj0Pfb",FALSE,14,#N/D,4/27/2023 12:30:17,TRUE,#N/D,1651564421951414272,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PpopularElche,7,FALSE,FALSE,#N/D,#N/D
14,"#LaGranadaQueQueremos
#PacoCabelloAlcalde
✅ Peatonalizacion del centro.
✅ Plan integral de movilidad
✅ Acabar con l… https://t.co/tRkImmITYN",FALSE,2,#N/D,4/27/2023 11:39:00,TRUE,#N/D,1651551517608931329,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",P_CabelloGarcia,1,FALSE,FALSE,#N/D,#N/D
15,"Ver video: https://t.co/U2IBBZdKms
¡Entérate!
Presentan el megaproyecto del Plan Integral de Movilidad de Jalisco,… https://t.co/5Xd95J87bY",FALSE,2,#N/D,4/27/2023 3:09:58,TRUE,#N/D,1651423415612370944,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ConuestroMexico,0,FALSE,FALSE,#N/D,#N/D
16,RT @IMEPLAN: La #MesaMetropolitana de Movilidad presentó al equipo de @USAIDMX los proyectos en el #AMG que contribuyen a lograr las metas…,FALSE,0,#N/D,4/27/2023 2:19:33,FALSE,#N/D,1651410724319793153,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pierovegayahooc,2,TRUE,FALSE,#N/D,#N/D
17,"RT @dumek_turbay: 1. Restablecer el orden de la movilidad en #Cartagena.

2. Secretaría de Movilidad. 

3. Plan Integral de Movilidad Soste…",FALSE,0,#N/D,4/27/2023 2:12:59,FALSE,#N/D,1651409072502054912,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MezaYurys,9,TRUE,FALSE,#N/D,#N/D
18,RT @IMEPLAN: La #MesaMetropolitana de Movilidad presentó al equipo de @USAIDMX los proyectos en el #AMG que contribuyen a lograr las metas…,FALSE,0,#N/D,4/27/2023 1:49:13,FALSE,#N/D,1651403091059654656,#N/D,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",AgenciaAMIM,2,TRUE,FALSE,#N/D,#N/D
19,La #MesaMetropolitana de Movilidad presentó al equipo de @USAIDMX los proyectos en el #AMG que contribuyen a lograr… https://t.co/FlGdwlk1SY,FALSE,8,#N/D,4/27/2023 1:46:25,TRUE,#N/D,1651402389834936321,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IMEPLAN,2,FALSE,FALSE,#N/D,#N/D
20,"RT @juanpartidam: Dentro de la visión integral que tenemos en el @GobiernoJalisco, el rubro de la movilidad es de alta prioridad. Después d…",FALSE,0,#N/D,4/27/2023 0:51:29,FALSE,#N/D,1651388565350227970,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AOrozco23,2,TRUE,FALSE,#N/D,#N/D
21,"RT @MonicaMgn: ¿Qué pasará con la movilidad en #LópezMateos y el sur de la ciudad? Abro hilo??

+ de 46mil personas participaron en los diál…",FALSE,0,#N/D,4/27/2023 0:42:31,FALSE,#N/D,1651386308600770566,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vallartanortesl,3,TRUE,FALSE,#N/D,#N/D
22,"RT @dumek_turbay: 1. Restablecer el orden de la movilidad en #Cartagena.

2. Secretaría de Movilidad. 

3. Plan Integral de Movilidad Soste…",FALSE,0,#N/D,4/27/2023 0:28:58,FALSE,#N/D,1651382895280369664,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",josecarlopuello,9,TRUE,FALSE,#N/D,#N/D
23,"RT @MonicaMgn: ¿Qué pasará con la movilidad en #LópezMateos y el sur de la ciudad? Abro hilo??

+ de 46mil personas participaron en los diál…",FALSE,0,#N/D,4/27/2023 0:04:45,FALSE,#N/D,1651376801548062723,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GUSEXABOY,3,TRUE,FALSE,#N/D,#N/D
24,"RT @dumek_turbay: 1. Restablecer el orden de la movilidad en #Cartagena.

2. Secretaría de Movilidad. 

3. Plan Integral de Movilidad Soste…",FALSE,0,#N/D,4/26/2023 19:52:57,FALSE,#N/D,1651313434569342977,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vanelaoji,9,TRUE,FALSE,#N/D,#N/D
25,RT @dumek_turbay: @HaroldMar_ @daulaw @DATT_Cgena @DATT_Cgena NO va más. Respetaremos todas las garantías labores de ley de funcionarios. E…,FALSE,0,#N/D,4/26/2023 19:38:36,FALSE,#N/D,1651309823340806156,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dumek_turbay,1,TRUE,FALSE,#N/D,#N/D
26,@HaroldMar_ @daulaw @DATT_Cgena @DATT_Cgena NO va más. Respetaremos todas las garantías labores de ley de funcionar… https://t.co/8rQ8A8KLVP,FALSE,2,HaroldMar_,4/26/2023 19:37:58,TRUE,1651237788572868610,1651309665030996000,139788451,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dumek_turbay,1,FALSE,FALSE,#N/D,#N/D
27,"RT @dumek_turbay: @OscarEduardoAB5 @TranscaribeSITM 1. Restablecer el orden de la movilidad en #Cartagena.

2. Secretaría de Movilidad. 

3…",FALSE,0,#N/D,4/26/2023 19:08:22,FALSE,#N/D,1651302215212990497,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nelsonnovaarrie,1,TRUE,FALSE,#N/D,#N/D
28,"RT @dumek_turbay: quien estaría al frente del ejercicio que, valga la aclaración, sería temporal mientras ponemos la movilidad en orden en…",FALSE,0,#N/D,4/26/2023 19:08:18,FALSE,#N/D,1651302200482594876,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nelsonnovaarrie,2,TRUE,FALSE,#N/D,#N/D
29,"¿Qué pasará con la movilidad en #LópezMateos y el sur de la ciudad? Abro hilo??

+ de 46mil personas participaron en… https://t.co/K3gnWuvttb",FALSE,21,#N/D,4/26/2023 19:01:43,TRUE,#N/D,1651300540288991244,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MonicaMgn,3,FALSE,FALSE,#N/D,#N/D
30,"RT @dumek_turbay: 1. Restablecer el orden de la movilidad en #Cartagena.

2. Secretaría de Movilidad. 

3. Plan Integral de Movilidad Soste…",FALSE,0,#N/D,4/26/2023 17:49:20,FALSE,#N/D,1651282326964281347,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yaragjj,9,TRUE,FALSE,#N/D,#N/D
31,"RT @dumek_turbay: 1. Restablecer el orden de la movilidad en #Cartagena.

2. Secretaría de Movilidad. 

3. Plan Integral de Movilidad Soste…",FALSE,0,#N/D,4/26/2023 17:30:39,FALSE,#N/D,1651277622821765141,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ManacaPromotora,9,TRUE,FALSE,#N/D,#N/D
32,"RT @dumek_turbay: quien estaría al frente del ejercicio que, valga la aclaración, sería temporal mientras ponemos la movilidad en orden en…",FALSE,0,#N/D,4/26/2023 15:33:54,FALSE,#N/D,1651248241327984645,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rododiaz,2,TRUE,FALSE,#N/D,#N/D
33,"RT @dumek_turbay: 1. Restablecer el orden de la movilidad en #Cartagena.

2. Secretaría de Movilidad. 

3. Plan Integral de Movilidad Soste…",FALSE,0,#N/D,4/26/2023 15:13:17,FALSE,#N/D,1651243053414227974,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",YasminPomares,9,TRUE,FALSE,#N/D,#N/D
34,"1. Restablecer el orden de la movilidad en #Cartagena.

2. Secretaría de Movilidad. 

3. Plan Integral de Movilidad… https://t.co/vUflsRkB0P",FALSE,34,#N/D,4/26/2023 14:51:18,TRUE,#N/D,1651237522222075911,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dumek_turbay,9,FALSE,FALSE,#N/D,#N/D
35,"@OscarEduardoAB5 @TranscaribeSITM 1. Restablecer el orden de la movilidad en #Cartagena.

2. Secretaría de Movilida… https://t.co/OfqD9lSVHL",FALSE,0,OscarEduardoAB5,4/26/2023 14:50:56,TRUE,1651234341287084032,1651237431448858630,1116945583632257024,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dumek_turbay,1,FALSE,FALSE,#N/D,#N/D
36,"RT @CompromisDipCas: Bon dia i anem a per més per una mobilitat sostenible que ens aprope a tots els pobles de les comarques del nord ??

@e…",FALSE,0,#N/D,4/26/2023 13:33:38,FALSE,#N/D,1651217977474273284,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",serradepandols,6,TRUE,FALSE,#N/D,#N/D
37,"quien estaría al frente del ejercicio que, valga la aclaración, sería temporal mientras ponemos la movilidad en ord… https://t.co/npfllDqmI1",FALSE,7,dumek_turbay,4/26/2023 11:48:11,TRUE,1651191431199858691,1651191441085874183,1148827484,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dumek_turbay,2,FALSE,FALSE,#N/D,#N/D
38,"RT @CompromisDipCas: Bon dia i anem a per més per una mobilitat sostenible que ens aprope a tots els pobles de les comarques del nord ??

@e…",FALSE,0,#N/D,4/26/2023 11:45:58,FALSE,#N/D,1651190880378691584,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SusannaNicolau,6,TRUE,FALSE,#N/D,#N/D
39,"RT @CompromisDipCas: Bon dia i anem a per més per una mobilitat sostenible que ens aprope a tots els pobles de les comarques del nord ??

@e…",FALSE,0,#N/D,4/26/2023 9:08:22,FALSE,#N/D,1651151222290743296,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JordiAlcon,6,TRUE,FALSE,#N/D,#N/D
40,"RT @CompromisDipCas: Bon dia i anem a per més per una mobilitat sostenible que ens aprope a tots els pobles de les comarques del nord ??

@e…",FALSE,0,#N/D,4/26/2023 9:01:54,FALSE,#N/D,1651149593525059584,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",xanaardid,6,TRUE,FALSE,#N/D,#N/D
41,"RT @CompromisDipCas: Bon dia i anem a per més per una mobilitat sostenible que ens aprope a tots els pobles de les comarques del nord ??

@e…",FALSE,0,#N/D,4/26/2023 8:18:42,FALSE,#N/D,1651138720681148417,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sergit74,6,TRUE,FALSE,#N/D,#N/D
42,"RT @CompromisDipCas: Bon dia i anem a per més per una mobilitat sostenible que ens aprope a tots els pobles de les comarques del nord ??

@e…",FALSE,0,#N/D,4/26/2023 7:52:07,FALSE,#N/D,1651132029688266752,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GuillemRoig27,6,TRUE,FALSE,#N/D,#N/D
43,Bon dia i anem a per més per una mobilitat sostenible que ens aprope a tots els pobles de les comarques del nord ??… https://t.co/yVTLnKzonw,FALSE,18,#N/D,4/26/2023 6:52:43,TRUE,#N/D,1651117082405228544,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CompromisDipCas,6,FALSE,FALSE,#N/D,#N/D
44,"RT @juanpartidam: Dentro de la visión integral que tenemos en el @GobiernoJalisco, el rubro de la movilidad es de alta prioridad. Después d…",FALSE,0,#N/D,4/26/2023 3:40:32,FALSE,#N/D,1651068720360439809,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VictorRVzquez2,2,TRUE,FALSE,#N/D,#N/D
45,"Dentro de la visión integral que tenemos en el @GobiernoJalisco, el rubro de la movilidad es de alta prioridad. Des… https://t.co/jP0OTAujrt",FALSE,12,#N/D,4/26/2023 1:51:52,TRUE,#N/D,1651041369958281216,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",juanpartidam,2,FALSE,FALSE,#N/D,#N/D
46,RT @GobiernoJalisco: El Plan integral de Movilidad para el Sur de la Ciudad surge de los diálogos que mantuvimos con la sociedad sobre la m…,FALSE,0,#N/D,4/26/2023 1:45:20,FALSE,#N/D,1651039728471244803,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JoseCarrillo54,7,TRUE,FALSE,#N/D,#N/D
47,"RT @EnriqueAlfaroR: La movilidad del sur de la ciudad implica mucho más que hacer cambios en una vialidad, por eso, con la suma de todas la…",FALSE,0,#N/D,4/25/2023 22:35:00,FALSE,#N/D,1650991828450045952,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ManuelM09069872,16,TRUE,FALSE,#N/D,#N/D
48,"RT @EnriqueAlfaroR: Luego de un proceso de diálogo ciudadano, sin precedentes, sobre av. #López Mateos, hoy presentamos el Plan Integral de…",FALSE,0,#N/D,4/25/2023 22:34:54,FALSE,#N/D,1650991805305896960,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ManuelM09069872,136,TRUE,FALSE,#N/D,#N/D
49,"RT @EnriqueAlfaroR: El serio problema de movilidad al sur de la ciudad no solo es por #LópezMateos, hay mucho por hacer en toda la zona y,…",FALSE,0,#N/D,4/25/2023 22:34:17,FALSE,#N/D,1650991647189082115,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ManuelM09069872,38,TRUE,FALSE,#N/D,#N/D
50,RT @SalvadorZamoraZ: En la presentación del Plan Integral de Movilidad para el Sur de la Ciudad dimos a conocer los 6 ejes que nos ayudarán…,FALSE,0,#N/D,4/25/2023 22:08:51,FALSE,#N/D,1650985249285763076,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ManuelM09069872,1,TRUE,FALSE,#N/D,#N/D
51,Conoce los detalles sobre El Plan integral de Movilidad para el Sur de la Ciudad y las acciones que se llevarán a c… https://t.co/BbVHAfftIx,FALSE,9,#N/D,4/25/2023 20:05:48,TRUE,#N/D,1650954281183244299,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SITEURJAL,1,FALSE,FALSE,#N/D,#N/D
52,RT @GerardoQuirinoV: El Gobernador @EnriqueAlfaroR nos comparte las principales acciones del Plan Integral de Movilidad para el Sur de la C…,FALSE,0,#N/D,4/25/2023 17:48:15,FALSE,#N/D,1650919667362308111,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MtroOmarRRubio,7,TRUE,FALSE,#N/D,#N/D
53,"??#Jalisco | El Gobierno de Jalisco, encabezado por Enrique Alfaro Ramírez, presentó el 20 de abril el Plan Integral… https://t.co/EaoLAZP5DX",FALSE,0,#N/D,4/25/2023 17:00:01,TRUE,#N/D,1650907526286786583,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SemanarioLaguna,0,FALSE,FALSE,#N/D,#N/D
54,"#Movilidad ????Con una inversión de 28,543 mil millones de pesos, las autoridades estatales y metropolitanas buscan r… https://t.co/D8aJ2817wh",FALSE,2,#N/D,4/25/2023 15:44:43,TRUE,#N/D,1650888579038474244,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Meganoticias,0,FALSE,FALSE,#N/D,#N/D
55,En la presentación del Plan Integral de Movilidad para el Sur de la Ciudad dimos a conocer los 6 ejes que nos ayuda… https://t.co/pfg1QNhwmB,FALSE,11,#N/D,4/25/2023 15:07:08,TRUE,#N/D,1650879119180328962,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SalvadorZamoraZ,1,FALSE,FALSE,#N/D,#N/D
56,"RT @Notisistema: ?? @SalvadorZamoraZ, presidente municipal de Tlajomulco, nos habla sobre la contingencia ambiental y sobre el plan integral…",FALSE,0,#N/D,4/25/2023 14:58:34,FALSE,#N/D,1650876961701625856,#N/D,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Metropoli1150,1,TRUE,FALSE,#N/D,#N/D
57,"?? @SalvadorZamoraZ, presidente municipal de Tlajomulco, nos habla sobre la contingencia ambiental y sobre el plan i… https://t.co/gnBZShzrQD",FALSE,1,#N/D,4/25/2023 14:58:04,TRUE,#N/D,1650876837403451392,#N/D,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Notisistema,1,FALSE,FALSE,#N/D,#N/D
58,RT @GobiernoJalisco: El Plan integral de Movilidad para el Sur de la Ciudad surge de los diálogos que mantuvimos con la sociedad sobre la m…,FALSE,0,#N/D,4/25/2023 13:24:53,FALSE,#N/D,1650853385535385601,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",exchairo_,7,TRUE,FALSE,#N/D,#N/D
59,"RT @GobiernoJalisco: Presentamos el Plan Integral de Movilidad para el Sur de la Ciudad, con el cual realizaremos acciones para responder a…",FALSE,0,#N/D,4/25/2023 12:26:06,FALSE,#N/D,1650838591797428226,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Magaj4488,7,TRUE,FALSE,#N/D,#N/D
60,RT @GobiernoJalisco: El Plan integral de Movilidad para el Sur de la Ciudad surge de los diálogos que mantuvimos con la sociedad sobre la m…,FALSE,0,#N/D,4/25/2023 12:25:41,FALSE,#N/D,1650838487199776770,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Magaj4488,7,TRUE,FALSE,#N/D,#N/D
61,RT @GobiernoJalisco: El Plan integral de Movilidad para el Sur de la Ciudad surge de los diálogos que mantuvimos con la sociedad sobre la m…,FALSE,0,#N/D,4/25/2023 5:08:53,FALSE,#N/D,1650728564025700352,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",elsenorjp,7,TRUE,FALSE,#N/D,#N/D
62,El Plan integral de Movilidad para el Sur de la Ciudad surge de los diálogos que mantuvimos con la sociedad sobre l… https://t.co/oXnUcBZi2J,FALSE,18,#N/D,4/25/2023 3:01:18,TRUE,#N/D,1650696457828315137,#N/D,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",GobiernoJalisco,7,FALSE,FALSE,#N/D,#N/D
63,Les invitamos a ver la entrevista con @RaulFriasLucio en @Meganoticias sobre el Plan Integral de Movilidad para el… https://t.co/tL6360lbxf,FALSE,0,#N/D,4/25/2023 2:15:43,TRUE,#N/D,1650684984498241536,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SecDiegoMonraz,0,FALSE,FALSE,#N/D,#N/D
64,"RT @GobiernoJalisco: Presentamos el Plan Integral de Movilidad para el Sur de la Ciudad, con el cual realizaremos acciones para responder a…",FALSE,0,#N/D,4/25/2023 1:52:13,FALSE,#N/D,1650679073822199808,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JoseCarrillo54,7,TRUE,FALSE,#N/D,#N/D
65,"RT @laultima: Yo sólo doy RT para recordar que en Puebla no hay un Plan Integral y Metropolitano de Movilidad, y que siguen pensando en el…",FALSE,0,#N/D,4/24/2023 23:50:20,FALSE,#N/D,1650648400193282051,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ElPencheSaint,1,TRUE,FALSE,#N/D,#N/D
66,"@FucoGlez89300 @MLorenzo2023 -Último parque público PP
-Última guardería PP
-Último complejo deportivo PP
-Último p… https://t.co/hnUg9MRcce",FALSE,0,FucoGlez89300,4/24/2023 19:57:42,TRUE,1650581533856604160,1650589854177132545,1648278506768416770,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mariagonzalezvo,0,FALSE,FALSE,#N/D,#N/D
67,RT @SecDiegoMonraz: Gracias a Griselda Torres y Ricardo Camarena por la entrevista de hoy en @Metropoli1150 @Notisistema sobre el Plan Inte…,FALSE,0,#N/D,4/24/2023 18:25:05,FALSE,#N/D,1650566548648517652,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alexvb77,1,TRUE,FALSE,#N/D,#N/D
68,Gracias a Griselda Torres y Ricardo Camarena por la entrevista de hoy en @Metropoli1150 @Notisistema sobre el Plan… https://t.co/dFF64Hd3RD,FALSE,2,#N/D,4/24/2023 18:22:04,TRUE,#N/D,1650565785926942724,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SecDiegoMonraz,1,FALSE,FALSE,#N/D,#N/D
69,RT @humberto_truj: El Gobernador @EnriqueAlfaroR presentó un Plan Integral de Movilidad muy chingón: 8 proyectos enfocados a mejorar la efi…,FALSE,0,#N/D,4/24/2023 17:29:30,FALSE,#N/D,1650552558648274986,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hersotca,12,TRUE,FALSE,#N/D,#N/D
70,RT @humberto_truj: El Gobernador @EnriqueAlfaroR presentó un Plan Integral de Movilidad muy chingón: 8 proyectos enfocados a mejorar la efi…,FALSE,0,#N/D,4/24/2023 16:07:14,FALSE,#N/D,1650531856679333888,#N/D,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RodrigoViBa18,12,TRUE,FALSE,#N/D,#N/D
71,"¿Ya conoces el nuevo Plan Integral de Movilidad para el Sur de la Ciudad? Por medio de estas acciones, se ampliará… https://t.co/ECzf08v64j",FALSE,5,#N/D,4/24/2023 14:30:02,TRUE,#N/D,1650507393262841856,#N/D,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",MovCiudadanoJal,0,FALSE,FALSE,#N/D,#N/D
72,"Yo sólo doy RT para recordar que en Puebla no hay un Plan Integral y Metropolitano de Movilidad, y que siguen pensa… https://t.co/G8epDdxQRj",FALSE,4,#N/D,4/24/2023 14:26:08,TRUE,#N/D,1650506411409907731,#N/D,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",laultima,1,FALSE,FALSE,#N/D,#N/D
